# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "genome/features.saf" "-F" "SAF" "-T" "8" "-o" "data/counts.txt" "bam/wildtype-01.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/wildtype-01.bam
YNL282W	XIV	107687	108274	+	588	10
YNL281W	XIV	108467	108928	+	462	87
YNL280C	XIV	109095	110411	-	1317	153
YNL279W	XIV	110917	112902	+	1986	5
YNL278W	XIV	113271	116453	+	3183	47
YNL277W	XIV	117349	118809	+	1461	51
YNL275W	XIV	119268	120998	+	1731	40
YNL274C	XIV	121118	122170	-	1053	80
YNL273W	XIV	122883	126599	+	3717	19
YNL272C	XIV	126805	129084	-	2280	61
YNL271C	XIV	129522	135383	-	5862	147
YNL270C	XIV	135940	137661	-	1722	6
YNL269W	XIV	137699	138094	+	396	0
YNL268W	XIV	138550	140385	+	1836	201
YNL267W	XIV	140878	144078	+	3201	98
YNL265C	XIV;XIV	144280;145255	145149;145281	-;-	897	33
YNL264C	XIV	145563	146615	-	1053	44
YNL263C	XIV	146896	147840	-	945	104
YNL262W	XIV	148212	154880	+	6669	50
YNL261W	XIV	155100	156539	+	1440	39
YNL260C	XIV	156859	157455	-	597	9
YNL259C	XIV	157644	157865	-	222	8
YNL258C	XIV	158109	160373	-	2265	45
YNL257C	XIV	160631	164320	-	3690	69
YNL256W	XIV	164623	167097	+	2475	42
YNL255C	XIV	167329	167790	-	462	396
YNL254C	XIV	168043	169248	-	1206	11
YNL253W	XIV	170018	171286	+	1269	29
YNL252C	XIV	171441	172286	-	846	35
YNL251C	XIV	172588	174315	-	1728	132
YNL250W	XIV	175410	179348	+	3939	26
YNL249C	XIV	179394	181022	-	1629	23
YNL248C	XIV	181361	182608	-	1248	82
YNL246W	XIV;XIV	185460;185587	185491;186349	+;+	795	85
YNL245C	XIV	186346	186885	-	540	25
YNL244C	XIV	187170	187496	-	327	251
YNL243W	XIV	188051	190957	+	2907	372
YNL242W	XIV	191324	196102	+	4779	72
YNL241C	XIV	196426	197943	-	1518	546
YNL240C	XIV	198502	199977	-	1476	56
YNL239W	XIV	200569	201933	+	1365	189
YNL238W	XIV	202428	204872	+	2445	83
YNL237W	XIV	205188	206567	+	1380	40
YNL236W	XIV	206930	209854	+	2925	52
YNL233W	XIV	211922	214600	+	2679	37
YNL232W	XIV	214923	215801	+	879	55
YNL231C	XIV	215987	217042	-	1056	88
YNL230C	XIV	217523	218662	-	1140	37
YNL229C	XIV	219137	220201	-	1065	114
YNL227C	XIV	220659	222431	-	1773	40
YNL225C	XIV	222724	224469	-	1746	12
YNL224C	XIV	224796	227099	-	2304	58
YNL223W	XIV	227370	228854	+	1485	42
YNL222W	XIV	229094	229714	+	621	12
YNL221C	XIV	231068	233695	-	2628	104
YNL220W	XIV	234413	235714	+	1302	285
YNL219C	XIV	235996	237663	-	1668	65
YNL218W	XIV	238238	240001	+	1764	29
YNL216W	XIV	241689	244172	+	2484	61
YNL215W	XIV	244468	245430	+	963	86
YNL214W	XIV	245617	246216	+	600	9
YNL213C	XIV	246460	247104	-	645	14
YNL212W	XIV	247461	249809	+	2349	79
YNL211C	XIV	250055	250315	-	261	2
YNL210W	XIV	250931	251743	+	813	1
YNL209W	XIV	252059	253900	+	1842	1345
YNL207W	XIV	255353	256630	+	1278	47
YNL206C	XIV	256788	258155	-	1368	59
YNL204C	XIV	258375	259277	-	903	8
YNL202W	XIV	259578	260456	+	879	10
YNL201C	XIV	260627	263203	-	2577	22
YNL200C	XIV	263713	264453	-	741	57
YNL199C	XIV	264926	266530	-	1605	66
YNL197C	XIV	267608	269593	-	1986	95
YNL196C	XIV	270275	271171	-	897	15
YNL192W	XIV	276502	279897	+	3396	337
YNL191W	XIV	280432	281505	+	1074	26
YNL189W	XIV	284260	285888	+	1629	136
YNL188W	XIV	286308	287609	+	1302	19
YNL187W	XIV	287994	289067	+	1074	18
YNL186W	XIV	289498	291876	+	2379	50
YNL185C	XIV	292193	292669	-	477	53
YNL183C	XIV	293137	295509	-	2373	62
YNL182C	XIV	295960	297627	-	1668	29
YNL181W	XIV	298335	299558	+	1224	53
YNL180C	XIV	299654	300649	-	996	87
YNL179C	XIV	300666	301103	-	438	5
YNL178W	XIV	302680	303402	+	723	1924
YNL177C	XIV	303686	304615	-	930	75
YNL176C	XIV	305070	306980	-	1911	87
YNL175C	XIV	307401	308612	-	1212	76
YNL173C	XIV	308957	310057	-	1101	204
YNL172W	XIV	310636	315882	+	5247	29
YNL169C	XIV	316169	317671	-	1503	102
YNL168C	XIV	318030	318809	-	780	64
YNL167C	XIV	319416	321359	-	1944	66
YNL166C	XIV	322219	323565	-	1347	51
YNL164C	XIV	325265	326320	-	1056	18
YNL163C	XIV	326741	330073	-	3333	73
YNL162W	XIV;XIV	331322;331838	331325;332154	+;+	321	379
YNL161W	XIV	332597	334867	+	2271	75
YNL160W	XIV	336545	337609	+	1065	249
YNL159C	XIV	338478	339347	-	870	60
YNL158W	XIV	339612	340208	+	597	24
YNL157W	XIV	340352	340858	+	507	104
YNL156C	XIV	341069	341968	-	900	86
YNL155W	XIV	342516	343340	+	825	84
YNL154C	XIV	343636	345276	-	1641	237
YNL153C	XIV	345669	346058	-	390	97
YNL152W	XIV	346313	347542	+	1230	49
YNL151C	XIV	347766	348521	-	756	60
YNL149C	XIV	349367	349756	-	390	83
YNL148C	XIV	349907	350671	-	765	54
YNL147W	XIV;XIV	350940;351054	350957;351383	+;+	348	48
YNL145W	XIV	352414	352530	+	117	63
YNL142W	XIV	357453	358952	+	1500	22
YNL141W	XIV	359596	360639	+	1044	78
YNL139C	XIV	360924	365717	-	4794	74
YNL138W-A	XIV;XIV	366033;366158	366035;366412	+;+	258	21
YNL138W	XIV	366741	368321	+	1581	265
YNL137C	XIV	368595	370055	-	1461	60
YNL136W	XIV	370368	371645	+	1278	44
YNL135C	XIV	371882	372226	-	345	532
YNL133C	XIV	374171	374692	-	522	3
YNL132W	XIV	375321	378491	+	3171	51
YNL131W	XIV	378767	379225	+	459	124
YNL130C	XIV;XIV	379558;380782	380689;380831	-;-	1182	72
YNL130C-A	XIV	381245	381391	-	147	1
YNL129W	XIV	381480	382202	+	723	11
YNL128W	XIV	382359	383663	+	1305	4
YNL127W	XIV	383987	386848	+	2862	40
YNL126W	XIV	387227	389767	+	2541	15
YNL125C	XIV	390146	392167	-	2022	87
YNL124W	XIV	392892	394370	+	1479	32
YNL123W	XIV	394685	397678	+	2994	73
YNL121C	XIV	398684	400537	-	1854	138
YNL119W	XIV	401040	402521	+	1482	11
YNL118C	XIV	402652	405564	-	2913	120
YNL117W	XIV	406358	408022	+	1665	12
YNL116W	XIV	408341	409909	+	1569	33
YNL113W	XIV	412771	413199	+	429	45
YNL112W	XIV;XIV	413639;415914	414911;416281	+;+	1641	340
YNL111C	XIV	416940	417302	-	363	19
YNL110C	XIV	417826	418488	-	663	26
YNL108C	XIV	419014	419826	-	813	33
YNL107W	XIV	420098	420778	+	681	13
YNL106C	XIV	420944	424495	-	3552	45
YNL105W	XIV	424155	424583	+	429	0
YNL104C	XIV	424895	426754	-	1860	524
YNL103W	XIV	427735	429753	+	2019	72
YNL102W	XIV	430087	434493	+	4407	38
YNL101W	XIV	434999	437140	+	2142	50
YNL099C	XIV	438567	439283	-	717	45
YNL098C	XIV	439602	440570	-	969	581
YNL097C-B	XIV	440797	440919	-	123	3
YNL097C	XIV	441366	442358	-	993	121
YNL096C	XIV;XIV	443398;444172	443826;444315	-;-	573	272
YNL094W	XIV	447611	449374	+	1764	130
YNL093W	XIV	449868	450530	+	663	11
YNL091W	XIV	452408	456130	+	3723	188
YNL090W	XIV	456565	457143	+	579	39
YNL088W	XIV	457704	461990	+	4287	60
YNL087W	XIV	462411	465947	+	3537	146
YNL086W	XIV	466334	466642	+	309	7
YNL085W	XIV	467131	469623	+	2493	112
YNL084C	XIV	470053	471102	-	1050	90
YNL083W	XIV	471377	472861	+	1485	29
YNL082W	XIV	473391	476012	+	2622	14
YNL081C	XIV	476188	476619	-	432	58
YNL080C	XIV	476932	478032	-	1101	89
YNL079C	XIV	478566	479165	-	600	406
YNL078W	XIV	479768	480991	+	1224	78
YNL077W	XIV	481391	482977	+	1587	31
YNL076W	XIV	483556	485310	+	1755	61
YNL075W	XIV	485607	486479	+	873	35
YNL074C	XIV	486766	488124	-	1359	126
YNL073W	XIV	488386	490116	+	1731	127
YNL072W	XIV	490317	491240	+	924	23
YNL071W	XIV	491523	492971	+	1449	578
YNL070W	XIV	493366	493548	+	183	35
YNL069C	XIV;XIV	493956;494974	494524;495001	-;-	597	744
YNL068C	XIV	495701	498289	-	2589	72
YNL067W-A	XIV	498538	498684	+	147	0
YNL067W-B	XIV	499417	499557	+	141	0
YNL067W	XIV	499681	500256	+	576	381
YNL066W	XIV	501515	502777	+	1263	299
YNL065W	XIV	503724	505484	+	1761	24
YNL064C	XIV	505868	507097	-	1230	415
YNL063W	XIV	507758	508702	+	945	25
YNL062C	XIV	508776	510212	-	1437	26
YNL061W	XIV	510540	512396	+	1857	125
YNL059C	XIV	512668	514935	-	2268	113
YNL056W	XIV	517249	517842	+	594	86
YNL055C	XIV	517994	518845	-	852	765
YNL054W	XIV	526086	529583	+	3498	61
YNL053W	XIV	529942	531411	+	1470	44
YNL052W	XIV	531725	532186	+	462	119
YNL051W	XIV	532659	533870	+	1212	23
YNL049C	XIV	535281	537911	-	2631	68
YNL048W	XIV	538173	539819	+	1647	36
YNL047C	XIV	539911	541881	-	1971	27
YNL045W	XIV	542963	544978	+	2016	129
YNL044W	XIV;XIV	545268;545371	545291;545877	+;+	531	99
YNL042W	XIV	548100	549290	+	1191	43
YNL041C	XIV	549468	551987	-	2520	44
YNL039W	XIV	555048	556832	+	1785	66
YNL038W	XIV;XIV	557020;557685	557610;557783	+;+	690	37
YNL037C	XIV	557920	559002	-	1083	381
YNL036W	XIV	559814	560479	+	666	131
YNL032W	XIV	574506	575351	+	846	48
YNL031C	XIV	575640	576050	-	411	505
YNL030W	XIV	576727	577038	+	312	545
YNL029C	XIV	577205	578773	-	1569	34
YNL027W	XIV	579580	581616	+	2037	70
YNL026W	XIV	581920	583374	+	1455	57
YNL025C	XIV	584320	585291	-	972	31
YNL024C-A	XIV	586602	586820	-	219	45
YNL024C	XIV	587107	587847	-	741	33
YNL023C	XIV	588263	591160	-	2898	56
YNL022C	XIV	591427	592899	-	1473	32
YNL021W	XIV	593227	595347	+	2121	41
YNL020C	XIV	595623	597539	-	1917	57
YNL016W	XIV	602907	604268	+	1362	299
YNL015W	XIV	605384	605611	+	228	69
YNL014W	XIV	606319	609453	+	3135	21
YNL012W	XIV;XIV	609686;609875	609790;611665	+;+	1896	10
YNL009W	XIV	614821	616083	+	1263	14
YNL008C	XIV	616211	618241	-	2031	38
YNL007C	XIV	618507	619565	-	1059	181
YNL006W	XIV	620067	620978	+	912	71
YNL005C	XIV	621313	622428	-	1116	67
YNL004W	XIV;XIV	622915;623287	622944;624621	+;+	1365	136
YNL003C	XIV	624975	625829	-	855	64
YNL002C	XIV	626174	627142	-	969	64
YNL001W	XIV	627456	628616	+	1161	29
YNR001C	XIV	629622	631061	-	1440	400
YNR002C	XIV	633008	633856	-	849	47
YNR003C	XIV	634344	635297	-	954	36
YNR004W	XIV	635943	636383	+	441	10
YNR006W	XIV	636986	638854	+	1869	112
YNR007C	XIV	639182	640114	-	933	45
YNR008W	XIV	640396	642381	+	1986	92
YNR009W	XIV	642690	643439	+	750	25
YNR010W	XIV	643744	644193	+	450	7
YNR011C	XIV	644320	646950	-	2631	31
YNR012W	XIV	647432	648937	+	1506	12
YNR013C	XIV	649028	651712	-	2685	169
YNR015W	XIV	653387	654541	+	1155	47
YNR016C	XIV	654673	661374	-	6702	756
YNR017W	XIV	662913	663581	+	669	236
YNR018W	XIV	664270	664944	+	675	139
YNR019W	XIV	665339	667267	+	1929	166
YNR020C	XIV	667410	668222	-	813	45
YNR022C	XIV	669774	670193	-	420	32
YNR023W	XIV	670418	672118	+	1701	21
YNR024W	XIV	672409	672969	+	561	18
YNR026C	XIV	673274	674689	-	1416	47
YNR027W	XIV	674923	675876	+	954	50
YNR028W	XIV	676177	677103	+	927	58
YNR030W	XIV	678799	680454	+	1656	68
YNR031C	XIV	680694	685433	-	4740	107
YNR032W	XIV	686010	687116	+	1107	44
YNR032C-A	XIV	687243	687464	-	222	12
YNR033W	XIV	687635	689998	+	2364	113
YNR034W	XIV	690321	691286	+	966	40
YNR034W-A	XIV	692561	692857	+	297	86
YNR035C	XIV	693019	694047	-	1029	203
YNR036C	XIV	694361	694822	-	462	271
YNR037C	XIV	695052	695327	-	276	64
YNR038W	XIV	695595	697484	+	1890	16
YNR039C	XIV	697614	699431	-	1818	51
YNR041C	XIV	700541	701659	-	1119	93
YNR043W	XIV	701895	703085	+	1191	195
YNR044W	XIV	703699	705876	+	2178	42
YNR045W	XIV	706139	707608	+	1470	50
YNR046W	XIV	707788	708195	+	408	85
YNR047W	XIV	708523	711204	+	2682	43
YNR048W	XIV	711630	712811	+	1182	19
YNR049C	XIV	713023	713655	-	633	31
YNR050C	XIV	714048	715388	-	1341	240
YNR051C	XIV	716780	718327	-	1548	136
YNR052C	XIV	719346	720647	-	1302	97
YNR053C	XIV;XIV	721120;722303	721770;723112	-;-	1461	31
YNR054C	XIV	723356	724306	-	951	21
YNR055C	XIV	728426	730186	-	1761	120
YNR056C	XIV	731618	733303	-	1686	21
YNR057C	XIV	733356	734069	-	714	14
YNR058W	XIV	734291	735733	+	1443	22
YNR059W	XIV	736803	738545	+	1743	54
YNR060W	XIV	739951	742110	+	2160	32
YNR065C	XIV	750350	753700	-	3351	44
YNR067C	XIV	755746	759099	-	3354	100
YNR069C	XIV	761123	762592	-	1470	13
YNR070W	XIV	765375	769376	+	4002	29
YNR072W	XIV	772657	774351	+	1695	11
YNR073C	XIV	774792	776300	-	1509	10
YNR074C	XIV	777602	778738	-	1137	32
YNR075W	XIV	779916	781040	+	1125	13
YNR076W	XIV	781918	782280	+	363	1
YOL165C	XV	1647	2078	-	432	2
YOL164W	XV	6175	8115	+	1941	57
YOL161C	XV	11549	11911	-	363	1
YOL159C	XV	17281	17796	-	516	25
YOL158C	XV	19491	21311	-	1821	349
YOL157C	XV	22525	24294	-	1770	4
YOL156W	XV	25273	26976	+	1704	4
YOL155C	XV	28703	31606	-	2904	287
YOL154W	XV	34658	35407	+	750	17
YOL152W	XV	40748	42610	+	1863	30
YOL151W	XV	43694	44722	+	1029	56
YOL149W	XV	44938	45633	+	696	43
YOL148C	XV	45760	47574	-	1815	51
YOL147C	XV	47933	48643	-	711	64
YOL146W	XV	48864	49448	+	585	15
YOL145C	XV	49555	52788	-	3234	116
YOL144W	XV	53098	54552	+	1455	27
YOL143C	XV	54595	55104	-	510	391
YOL142W	XV	55558	56280	+	723	32
YOL141W	XV	56452	58539	+	2088	2
YOL140W	XV	58759	60030	+	1272	21
YOL139C	XV	60383	61024	-	642	358
YOL138C	XV	61325	65350	-	4026	44
YOL137W	XV	65621	67114	+	1494	25
YOL136C	XV	67561	68754	-	1194	94
YOL135C	XV	69376	70044	-	669	24
YOL133W	XV	70325	70690	+	366	74
YOL132W	XV	71300	72715	+	1416	3
YOL130W	XV	74400	76979	+	2580	189
YOL129W	XV	77560	78114	+	555	177
YOL128C	XV	78352	79479	-	1128	6
YOL127W	XV;XV	80348;80775	80360;81190	+;+	429	1367
YOL126C	XV	81787	82920	-	1134	281
YOL125W	XV	83834	85264	+	1431	30
YOL124C	XV	85456	86757	-	1302	23
YOL123W	XV	87844	89448	+	1605	271
YOL122C	XV	89692	91419	-	1728	81
YOL121C	XV;XV	92026;92831	92440;92850	-;-	435	864
YOL120C	XV;XV	93395;94291	93843;94402	-;-	561	1456
YOL119C	XV	94856	96361	-	1506	55
YOL117W	XV	97551	99488	+	1938	22
YOL116W	XV	99809	100957	+	1149	40
YOL115W	XV	101475	103229	+	1755	33
YOL114C	XV	103317	103925	-	609	8
YOL113W	XV	104326	106293	+	1968	95
YOL112W	XV	106710	108188	+	1479	37
YOL111C	XV	108258	108896	-	639	70
YOL110W	XV	109176	109889	+	714	46
YOL109W	XV	110297	110638	+	342	468
YOL108C	XV	111431	111886	-	456	17
YOL105C	XV	114138	115808	-	1671	45
YOL104C	XV	116396	117454	-	1059	8
YOL103W	XV	124001	125830	+	1830	97
YOL102C	XV	125997	126689	-	693	21
YOL101C	XV	126982	127920	-	939	46
YOL100W	XV	129237	132482	+	3246	55
YOL098C	XV	132725	135838	-	3114	123
YOL097C	XV	136527	137825	-	1299	262
YOL096C	XV	138107	139045	-	939	53
YOL095C	XV	139227	141347	-	2121	10
YOL094C	XV	141584	142555	-	972	24
YOL093W	XV	142815	143696	+	882	41
YOL092W	XV	144204	145130	+	927	82
YOL091W	XV	145334	147163	+	1830	1
YOL090W	XV	147382	150276	+	2895	54
YOL089C	XV	150398	153490	-	3093	23
YOL088C	XV	153912	154745	-	834	39
YOL087C	XV	155287	158637	-	3351	212
YOL086W-A	XV	159173	159445	+	273	31
YOL086C	XV	159548	160594	-	1047	18116
YOL084W	XV	162356	165331	+	2976	5
YOL083W	XV	165714	166952	+	1239	17
YOL082W	XV	168727	169974	+	1248	114
YOL081W	XV	171070	180309	+	9240	122
YOL080C	XV	180558	181427	-	870	16
YOL078W	XV	181682	185212	+	3531	21
YOL077W-A	XV	185438	185644	+	207	23
YOL077C	XV	185848	186723	-	876	72
YOL076W	XV	187024	189414	+	2391	24
YOL073C	XV	193832	194800	-	969	48
YOL072W	XV	194970	196337	+	1368	37
YOL070C	XV	197220	198725	-	1506	75
YOL069W	XV	198942	200297	+	1356	16
YOL068C	XV	200368	201879	-	1512	93
YOL067C	XV	201985	202518	-	534	25
YOL066C	XV	202696	204471	-	1776	37
YOL065C	XV	204731	205885	-	1155	37
YOL064C	XV	206103	207176	-	1074	144
YOL063C	XV	207392	210265	-	2874	59
YOL062C	XV	210520	211995	-	1476	189
YOL061W	XV	212244	213734	+	1491	160
YOL060C	XV	214017	216137	-	2121	170
YOL059W	XV	217126	218448	+	1323	342
YOL058W	XV	219211	220473	+	1263	106
YOL056W	XV	223268	224179	+	912	50
YOL055C	XV	224420	226075	-	1656	33
YOL054W	XV	228614	229834	+	1221	51
YOL053W	XV	230085	231272	+	1188	49
YOL052C-A	XV	231570	231755	-	186	41
YOL052C	XV	232446	233636	-	1191	60
YOL051W	XV	234940	238185	+	3246	107
YOL049W	XV	238619	240094	+	1476	123
YOL048C	XV;XV	240204;241026	240947;241310	-;-	1029	49
YOL047C	XV;XV	241614;242505	242441;242747	-;-	1071	15
YOL045W	XV	243497	246802	+	3306	80
YOL044W	XV	247150	248301	+	1152	19
YOL043C	XV	248392	249534	-	1143	42
YOL042W	XV	249825	250916	+	1092	20
YOL041C	XV	251267	252646	-	1380	55
YOL040C	XV	253149	253577	-	429	988
YOL039W	XV	254297	254617	+	321	595
YOL038W	XV	255337	256101	+	765	367
YOL034W	XV	259923	263204	+	3282	16
YOL033W	XV	263475	265085	+	1611	28
YOL032W	XV	265429	266169	+	741	29
YOL031C	XV	266264	267529	-	1266	54
YOL030W	XV	268187	269641	+	1455	249
YOL028C	XV	270633	271370	-	738	28
YOL027C	XV	272003	273724	-	1722	91
YOL026C	XV	274012	274353	-	342	74
YOL025W	XV	274957	276939	+	1983	19
YOL023W	XV	278056	280086	+	2031	20
YOL022C	XV	280272	281498	-	1227	52
YOL021C	XV	282421	285426	-	3006	113
YOL020W	XV	286172	287950	+	1779	129
YOL019W	XV	288898	290553	+	1656	68
YOL018C	XV	290881	292074	-	1194	66
YOL017W	XV	292529	294673	+	2145	14
YOL016C	XV	294777	296120	-	1344	557
YOL015W	XV	297078	298838	+	1761	11
YOL013W-B	XV	300690	300980	+	291	0
YOL013W-A	XV	301047	301238	+	192	1
YOL013C	XV	301380	303035	-	1656	96
YOL012C	XV	303579	303983	-	405	97
YOL011W	XV	305349	307409	+	2061	50
YOL010W	XV	307938	309041	+	1104	16
YOL009C	XV	309324	310139	-	816	21
YOL008W	XV	310312	310935	+	624	11
YOL007C	XV	311342	312367	-	1026	57
YOL006C	XV	313078	315387	-	2310	40
YOL005C	XV	315813	316175	-	363	67
YOL004W	XV	316938	321548	+	4611	237
YOL003C	XV	321858	322994	-	1137	30
YOL002C	XV	323411	324364	-	954	100
YOL001W	XV	325249	326130	+	882	14
YOR001W	XV	326832	329033	+	2202	44
YOR002W	XV	329417	331051	+	1635	98
YOR003W	XV	331455	332891	+	1437	23
YOR004W	XV	333592	334356	+	765	26
YOR005C	XV	334509	337343	-	2835	25
YOR006C	XV	337680	338621	-	942	26
YOR007C	XV	338938	339978	-	1041	484
YOR008C	XV	341278	342414	-	1137	162
YOR009W	XV	344335	345798	+	1464	53
YOR010C	XV	346195	346950	-	756	68
YOR011W	XV	349679	353863	+	4185	35
YOR013W	XV	356751	357221	+	471	9
YOR014W	XV	357674	359947	+	2274	165
YOR016C	XV	360461	361084	-	624	38
YOR017W	XV	361412	363814	+	2403	22
YOR018W	XV	364369	366882	+	2514	103
YOR020C	XV	370524	370844	-	321	182
YOR021C	XV	372798	373439	-	642	113
YOR022C	XV	373710	375857	-	2148	25
YOR023C	XV	376012	377712	-	1701	84
YOR024W	XV	377847	378170	+	324	0
YOR025W	XV	378219	379562	+	1344	53
YOR026W	XV	379781	380806	+	1026	27
YOR027W	XV	381053	382822	+	1770	367
YOR028C	XV	383533	384420	-	888	33
YOR030W	XV	386825	388684	+	1860	19
YOR032C	XV	389771	391075	-	1305	20
YOR033C	XV	392416	394524	-	2109	52
YOR034C	XV	394837	397086	-	2250	26
YOR035C	XV	397735	400104	-	2370	68
YOR036W	XV	400348	401214	+	867	112
YOR037W	XV	401555	402655	+	1101	31
YOR038C	XV	402761	405388	-	2628	45
YOR039W	XV	405768	406544	+	777	70
YOR040W	XV	407064	407921	+	858	40
YOR041C	XV	408358	408789	-	432	0
YOR042W	XV	408425	409660	+	1236	223
YOR043W	XV	410870	412330	+	1461	110
YOR044W	XV	413007	413480	+	474	10
YOR045W	XV	413852	414037	+	186	102
YOR046C	XV	414459	415907	-	1449	131
YOR047C	XV	416347	417681	-	1335	42
YOR048C	XV	418630	421650	-	3021	78
YOR049C	XV	422668	423732	-	1065	42
YOR050C	XV	424270	424617	-	348	15
YOR051C	XV	424846	426084	-	1239	125
YOR053W	XV	427817	428158	+	342	0
YOR054C	XV	427833	429857	-	2025	58
YOR055W	XV	429478	429912	+	435	0
YOR056C	XV	430247	431626	-	1380	49
YOR057W	XV	432186	433373	+	1188	31
YOR058C	XV	433688	436345	-	2658	20
YOR060C	XV	440390	441163	-	774	25
YOR061W	XV	441534	442553	+	1020	153
YOR062C	XV	442725	443531	-	807	30
YOR063W	XV	444686	445849	+	1164	4579
YOR064C	XV	446079	446738	-	660	12
YOR065W	XV	447439	448368	+	930	86
YOR066W	XV	449436	451325	+	1890	34
YOR067C	XV	451729	453462	-	1734	46
YOR069W	XV	453768	455795	+	2028	47
YOR068C	XV	453869	454213	-	345	0
YOR070C	XV	455907	457820	-	1914	41
YOR071C	XV	459480	461276	-	1797	36
YOR072W	XV	461502	461816	+	315	0
YOR073W	XV	464771	466543	+	1773	20
YOR074C	XV	466675	467589	-	915	44
YOR075W	XV	468212	469252	+	1041	20
YOR076C	XV	469377	471620	-	2244	21
YOR077W	XV	471899	472597	+	699	22
YOR078W	XV	472725	473369	+	645	22
YOR079C	XV	473475	474416	-	942	97
YOR080W	XV	474594	476792	+	2199	37
YOR081C	XV	476939	479188	-	2250	44
YOR083W	XV	479533	480420	+	888	33
YOR084W	XV	480587	481750	+	1164	47
YOR085W	XV	482033	483085	+	1053	107
YOR086C	XV	483219	486779	-	3561	268
YOR087W	XV	487707	489734	+	2028	60
YOR089C	XV	490196	490828	-	633	158
YOR090C	XV	491123	492841	-	1719	95
YOR091W	XV	493433	494470	+	1038	59
YOR092W	XV	495127	496968	+	1842	67
YOR093C	XV	497506	502452	-	4947	40
YOR094W	XV	502795	503346	+	552	17
YOR095C	XV	503552	504328	-	777	67
YOR096W	XV;XV	505794;506339	505937;506767	+;+	573	785
YOR098C	XV	507948	511178	-	3231	81
YOR099W	XV	511825	513006	+	1182	252
YOR100C	XV	513295	514278	-	984	4
YOR101W	XV	515244	516173	+	930	67
YOR103C	XV	516449	516841	-	393	43
YOR104W	XV	517642	518490	+	849	36
YOR106W	XV	519121	519972	+	852	45
YOR107W	XV	521353	522282	+	930	13
YOR108W	XV	523027	524841	+	1815	127
YOR109W	XV	525278	528601	+	3324	117
YOR110W	XV	528941	530248	+	1308	43
YOR112W	XV	531508	533793	+	2286	32
YOR113W	XV	534075	536819	+	2745	39
YOR115C	XV	538659	539465	-	807	40
YOR116C	XV	539763	544145	-	4383	102
YOR117W	XV	545029	546333	+	1305	256
YOR118W	XV	546857	548560	+	1704	53
YOR119C	XV	548792	550246	-	1455	26
YOR120W	XV	551114	552052	+	939	89
YOR122C	XV;XV	552298;552875	552665;552887	-;-	381	398
YOR123C	XV	553176	554570	-	1395	139
YOR124C	XV	554824	558642	-	3819	125
YOR125C	XV	559030	559731	-	702	55
YOR126C	XV	559961	560677	-	717	16
YOR127W	XV	561170	564193	+	3024	83
YOR128C	XV	564476	566191	-	1716	463
YOR129C	XV	566877	569558	-	2682	26
YOR130C	XV	569929	570807	-	879	43
YOR132W	XV	573175	574830	+	1656	143
YOR133W	XV	575098	577626	+	2529	238
YOR134W	XV	578564	579793	+	1230	24
YOR135C	XV	580159	580500	-	342	1
YOR136W	XV	580250	581359	+	1110	341
YOR137C	XV	581813	583681	-	1869	25
YOR138C	XV	584309	586324	-	2016	101
YOR140W	XV	586981	589281	+	2301	47
YOR141C	XV	589942	592587	-	2646	51
YOR142W	XV	593057	594046	+	990	192
YOR143C	XV	601383	602342	-	960	14
YOR144C	XV	602717	605092	-	2376	13
YOR145C	XV	605347	606171	-	825	65
YOR147W	XV	606607	608475	+	1869	28
YOR148C	XV	608640	609197	-	558	21
YOR149C	XV	609838	611388	-	1551	39
YOR150W	XV	611999	612490	+	492	48
YOR151C	XV	612997	616671	-	3675	380
YOR152C	XV	617518	618288	-	771	7
YOR153W	XV	619840	624375	+	4536	1092
YOR154W	XV	624729	626492	+	1764	19
YOR155C	XV	626628	627980	-	1353	116
YOR156C	XV	628360	630540	-	2181	31
YOR157C	XV	630966	631751	-	786	241
YOR158W	XV	632164	633120	+	957	55
YOR159C	XV	633282	633566	-	285	31
YOR160W	XV	633839	636757	+	2919	49
YOR161C	XV	636939	638558	-	1620	145
YOR162C	XV	639560	641992	-	2433	42
YOR163W	XV	642741	643307	+	567	79
YOR164C	XV	643394	644332	-	939	46
YOR165W	XV	644566	646896	+	2331	95
YOR166C	XV	647126	648502	-	1377	20
YOR167C	XV	648804	649007	-	204	564
YOR168W	XV	649303	651732	+	2430	193
YOR171C	XV	652010	653884	-	1875	65
YOR172W	XV	654210	656570	+	2361	46
YOR173W	XV	657264	658325	+	1062	69
YOR174W	XV	658747	659601	+	855	34
YOR175C	XV	659815	661674	-	1860	129
YOR176W	XV	662401	663582	+	1182	128
YOR177C	XV	665785	667179	-	1395	1
YOR178C	XV	667860	670241	-	2382	91
YOR179C	XV	671845	672411	-	567	25
YOR180C	XV	674352	675167	-	816	18
YOR181W	XV	675939	677840	+	1902	247
YOR182C	XV;XV	678191;678791	678379;678793	-;-	192	283
YOR183W	XV	678872	679261	+	390	1
YOR184W	XV	679357	680544	+	1188	244
YOR185C	XV	681444	682106	-	663	71
YOR187W	XV	684030	685343	+	1314	305
YOR188W	XV	685767	689180	+	3414	31
YOR189W	XV	689624	689974	+	351	26
YOR190W	XV	690695	692032	+	1338	8
YOR191W	XV	692475	697334	+	4860	73
